"Position","Track","Artist","Streams","id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","uri","track_href","analysis_url","duration_ms","time_signature"
"1","U.S.A.","DA PUMP","205759","4qZyuyqLoZ3CaH79rGvJFR",0.653,0.992,7,-0.877,1,0.0587,0.0171,0,0.221,0.921,139.542,"audio_features","spotify:track:4qZyuyqLoZ3CaH79rGvJFR","https://api.spotify.com/v1/tracks/4qZyuyqLoZ3CaH79rGvJFR","https://api.spotify.com/v1/audio-analysis/4qZyuyqLoZ3CaH79rGvJFR",238493,4
"2","打上花火","DAOKO×米津玄師","198097","4IouQaO9GkaHC7AtMErdSa",0.625,0.668,6,-4.315,1,0.0249,0.288,0,0.107,0.292,95.968,"audio_features","spotify:track:4IouQaO9GkaHC7AtMErdSa","https://api.spotify.com/v1/tracks/4IouQaO9GkaHC7AtMErdSa","https://api.spotify.com/v1/audio-analysis/4IouQaO9GkaHC7AtMErdSa",289578,4
"3","HANABI","Mr.Children","196230","77lmDcPPyY6kK907gdgC6i",0.638,0.766,1,-5.541,1,0.0268,0.156,0,0.124,0.595,112,"audio_features","spotify:track:77lmDcPPyY6kK907gdgC6i","https://api.spotify.com/v1/tracks/77lmDcPPyY6kK907gdgC6i","https://api.spotify.com/v1/audio-analysis/77lmDcPPyY6kK907gdgC6i",342773,4
"4","マリーゴールド","Aimyon","178018","0jWVUKsIoyo3zw64RaEWYg",0.54,0.8,2,-2.299,1,0.0304,0.0849,0,0.0836,0.378,106.098,"audio_features","spotify:track:0jWVUKsIoyo3zw64RaEWYg","https://api.spotify.com/v1/tracks/0jWVUKsIoyo3zw64RaEWYg","https://api.spotify.com/v1/audio-analysis/0jWVUKsIoyo3zw64RaEWYg",308107,4
"5","君はロックを聴かない","Aimyon","168982","59eluCMn0XbOWqeWQ91FTM",0.524,0.687,7,-4.039,1,0.0267,0.00135,0,0.169,0.619,99.919,"audio_features","spotify:track:59eluCMn0XbOWqeWQ91FTM","https://api.spotify.com/v1/tracks/59eluCMn0XbOWqeWQ91FTM","https://api.spotify.com/v1/audio-analysis/59eluCMn0XbOWqeWQ91FTM",246307,4
"6","BDZ","TWICE","167902","6ceKChoZYLdw24Ph1CDFUJ",0.715,0.862,10,-2.718,0,0.0444,0.0113,0,0.108,0.668,137.93,"audio_features","spotify:track:6ceKChoZYLdw24Ph1CDFUJ","https://api.spotify.com/v1/tracks/6ceKChoZYLdw24Ph1CDFUJ","https://api.spotify.com/v1/audio-analysis/6ceKChoZYLdw24Ph1CDFUJ",197800,4
"7","小さな恋のうた","MONGOL800","156598","7swIKcU4tFRk4iFJpi12Fg",0.403,0.87,11,-1.871,1,0.0474,0.00465,0,0.139,0.549,115.398,"audio_features","spotify:track:7swIKcU4tFRk4iFJpi12Fg","https://api.spotify.com/v1/tracks/7swIKcU4tFRk4iFJpi12Fg","https://api.spotify.com/v1/audio-analysis/7swIKcU4tFRk4iFJpi12Fg",222520,4
"8","Ainokatachi (feat. HIDE (GReeeeN))","MISIA","155663","3YO08EfyAkr3WEba4xmWkS",0.549,0.65,6,-6.086,1,0.0261,0.0215,0,0.132,0.293,90.037,"audio_features","spotify:track:3YO08EfyAkr3WEba4xmWkS","https://api.spotify.com/v1/tracks/3YO08EfyAkr3WEba4xmWkS","https://api.spotify.com/v1/audio-analysis/3YO08EfyAkr3WEba4xmWkS",266333,4
"9","恋音と雨空","AAA","150081","46gSY0U7ZZCmd7EuJuo15N",0.625,0.86,1,-4.456,1,0.0314,0.0512,0,0.408,0.533,129.064,"audio_features","spotify:track:46gSY0U7ZZCmd7EuJuo15N","https://api.spotify.com/v1/tracks/46gSY0U7ZZCmd7EuJuo15N","https://api.spotify.com/v1/audio-analysis/46gSY0U7ZZCmd7EuJuo15N",316187,4
"10","愛をこめて花束を","Superfly","145634","7CmWXD3w1xOO53AAO4LRVQ",0.37,0.8,7,-3.403,1,0.0436,0.151,3.33e-06,0.089,0.451,161.934,"audio_features","spotify:track:7CmWXD3w1xOO53AAO4LRVQ","https://api.spotify.com/v1/tracks/7CmWXD3w1xOO53AAO4LRVQ","https://api.spotify.com/v1/audio-analysis/7CmWXD3w1xOO53AAO4LRVQ",295600,4
