"Position","Track","Artist","Streams","id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","uri","track_href","analysis_url","duration_ms","time_signature"
"1","One Kiss (with Dua Lipa)","Calvin Harris","5758177","7ef4DlsgrMEH11cDZd32M6",0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,"audio_features","spotify:track:7ef4DlsgrMEH11cDZd32M6","https://api.spotify.com/v1/tracks/7ef4DlsgrMEH11cDZd32M6","https://api.spotify.com/v1/audio-analysis/7ef4DlsgrMEH11cDZd32M6",214847,4
"2","Nice For What","Drake","5189984","1cTZMwcBJT0Ka3UJPXOeeN",0.567,0.913,8,-6.471,1,0.0736,0.0934,0.000124,0.114,0.792,93.35,"audio_features","spotify:track:1cTZMwcBJT0Ka3UJPXOeeN","https://api.spotify.com/v1/tracks/1cTZMwcBJT0Ka3UJPXOeeN","https://api.spotify.com/v1/audio-analysis/1cTZMwcBJT0Ka3UJPXOeeN",210926,4
"3","no tears left to cry","Ariana Grande","4434249","5SxkdsY1ufZzoq9iXceLw9",0.703,0.696,0,-5.482,1,0.0529,0.0375,5.65e-06,0.274,0.366,121.969,"audio_features","spotify:track:5SxkdsY1ufZzoq9iXceLw9","https://api.spotify.com/v1/tracks/5SxkdsY1ufZzoq9iXceLw9","https://api.spotify.com/v1/audio-analysis/5SxkdsY1ufZzoq9iXceLw9",205947,4
"4","Freaky Friday (feat. Chris Brown)","Lil Dicky","4219978","10Igtw8bSDyyFs7KIsKngZ",0.755,0.599,8,-5.042,1,0.224,0.147,0,0.109,0.755,133.123,"audio_features","spotify:track:10Igtw8bSDyyFs7KIsKngZ","https://api.spotify.com/v1/tracks/10Igtw8bSDyyFs7KIsKngZ","https://api.spotify.com/v1/audio-analysis/10Igtw8bSDyyFs7KIsKngZ",216632,4
"5","God's Plan","Drake","2878302","2XW4DbS6NddZxRPm5rMCeY",0.758,0.448,7,-9.441,1,0.103,0.0309,8.67e-05,0.558,0.373,77.176,"audio_features","spotify:track:2XW4DbS6NddZxRPm5rMCeY","https://api.spotify.com/v1/tracks/2XW4DbS6NddZxRPm5rMCeY","https://api.spotify.com/v1/audio-analysis/2XW4DbS6NddZxRPm5rMCeY",198960,4
"6","Paradise","George Ezra","2538987","38zwkK6TtTjIW9tpYBfZ3D",0.642,0.881,11,-3.537,1,0.0393,0.209,0,0.21,0.913,138.03,"audio_features","spotify:track:38zwkK6TtTjIW9tpYBfZ3D","https://api.spotify.com/v1/tracks/38zwkK6TtTjIW9tpYBfZ3D","https://api.spotify.com/v1/audio-analysis/38zwkK6TtTjIW9tpYBfZ3D",222045,4
"7","FRIENDS","Marshmello","2494198","08bNPGLD8AhKpnnERrAc6G",0.626,0.88,9,-2.384,0,0.0504,0.205,0,0.128,0.534,95.079,"audio_features","spotify:track:08bNPGLD8AhKpnnERrAc6G","https://api.spotify.com/v1/tracks/08bNPGLD8AhKpnnERrAc6G","https://api.spotify.com/v1/audio-analysis/08bNPGLD8AhKpnnERrAc6G",202621,4
"8","Psycho (feat. Ty Dolla $ign)","Post Malone","2407203","7wrDRQgHlvDnimrRHfQZxt",0.748,0.546,8,-8.134,1,0.106,0.59,0,0.112,0.413,140.005,"audio_features","spotify:track:7wrDRQgHlvDnimrRHfQZxt","https://api.spotify.com/v1/tracks/7wrDRQgHlvDnimrRHfQZxt","https://api.spotify.com/v1/audio-analysis/7wrDRQgHlvDnimrRHfQZxt",220880,4
"9","The Middle","Zedd","2384483","2ARqIya5NAuvFVHSN3bL0m",0.748,0.652,7,-3.02,1,0.058,0.208,0,0.128,0.431,106.914,"audio_features","spotify:track:2ARqIya5NAuvFVHSN3bL0m","https://api.spotify.com/v1/tracks/2ARqIya5NAuvFVHSN3bL0m","https://api.spotify.com/v1/audio-analysis/2ARqIya5NAuvFVHSN3bL0m",184732,4
"10","Answerphone (feat. Yxng Bane)","Banx & Ranx","2305165","1HagMz5nWk1HmevNCBOxF3",0.671,0.834,1,-3.928,0,0.0885,0.0387,0,0.454,0.454,113.021,"audio_features","spotify:track:1HagMz5nWk1HmevNCBOxF3","https://api.spotify.com/v1/tracks/1HagMz5nWk1HmevNCBOxF3","https://api.spotify.com/v1/audio-analysis/1HagMz5nWk1HmevNCBOxF3",190921,4
"11","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","Rudimental","2218019","5CLGzJsGqhCEECcpnFQA8x",0.653,0.809,0,-4.057,1,0.0474,0.194,0,0.165,0.55,92.213,"audio_features","spotify:track:5CLGzJsGqhCEECcpnFQA8x","https://api.spotify.com/v1/tracks/5CLGzJsGqhCEECcpnFQA8x","https://api.spotify.com/v1/audio-analysis/5CLGzJsGqhCEECcpnFQA8x",210773,4
"12","Lullaby","Sigala","2136294","5xzCzOAOfRi4DOttSzvznR",0.725,0.834,5,-3.913,0,0.037,0.0784,1.27e-05,0.0834,0.859,120.026,"audio_features","spotify:track:5xzCzOAOfRi4DOttSzvznR","https://api.spotify.com/v1/tracks/5xzCzOAOfRi4DOttSzvznR","https://api.spotify.com/v1/audio-analysis/5xzCzOAOfRi4DOttSzvznR",204022,4
"13","Love Lies (with Normani)","Khalid","2106134","45Egmo7icyopuzJN0oMEdk",0.708,0.648,6,-5.626,1,0.0449,0.0956,0,0.134,0.338,143.955,"audio_features","spotify:track:45Egmo7icyopuzJN0oMEdk","https://api.spotify.com/v1/tracks/45Egmo7icyopuzJN0oMEdk","https://api.spotify.com/v1/audio-analysis/45Egmo7icyopuzJN0oMEdk",201707,4
