"Position","Track","Artist","Streams","id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","uri","track_href","analysis_url","duration_ms","time_signature"
"1","Shape of You","Ed Sheeran","164708","7qiZfU4dY1lWllzX7mPBI3",0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,"audio_features","spotify:track:7qiZfU4dY1lWllzX7mPBI3","https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3","https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3",233713,4
"2","Wolves","Selena Gomez","127963","7EmGUiUaOSGDnUUQUDrOXC",0.715,0.802,11,-4.647,0,0.0394,0.139,0,0.177,0.327,124.989,"audio_features","spotify:track:7EmGUiUaOSGDnUUQUDrOXC","https://api.spotify.com/v1/tracks/7EmGUiUaOSGDnUUQUDrOXC","https://api.spotify.com/v1/audio-analysis/7EmGUiUaOSGDnUUQUDrOXC",197993,4
"3","打上花火","DAOKO×米津玄師","123818","7pcTLUekZJQnzDOUDuExVJ",0.635,0.667,6,-5.392,1,0.0253,0.207,0,0.108,0.261,96.003,"audio_features","spotify:track:7pcTLUekZJQnzDOUDuExVJ","https://api.spotify.com/v1/tracks/7pcTLUekZJQnzDOUDuExVJ","https://api.spotify.com/v1/audio-analysis/7pcTLUekZJQnzDOUDuExVJ",289335,4
"4","What Lovers Do (feat. SZA)","Maroon 5","115637","3hBBKuWJfxlIlnd9QFoC8k",0.795,0.615,5,-5.211,0,0.0671,0.0786,2.98e-06,0.0855,0.393,110.009,"audio_features","spotify:track:3hBBKuWJfxlIlnd9QFoC8k","https://api.spotify.com/v1/tracks/3hBBKuWJfxlIlnd9QFoC8k","https://api.spotify.com/v1/audio-analysis/3hBBKuWJfxlIlnd9QFoC8k",199849,4
"5","New Rules","Dua Lipa","103739","2ekn2ttSfGqwhhate0LSR0",0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,"audio_features","spotify:track:2ekn2ttSfGqwhhate0LSR0","https://api.spotify.com/v1/tracks/2ekn2ttSfGqwhhate0LSR0","https://api.spotify.com/v1/audio-analysis/2ekn2ttSfGqwhhate0LSR0",209320,4
"6","Havana","Camila Cabello","101452","0ofbQMrRDsUaVKq2mGLEAb",0.768,0.517,7,-4.323,0,0.0312,0.186,3.8e-05,0.104,0.418,104.992,"audio_features","spotify:track:0ofbQMrRDsUaVKq2mGLEAb","https://api.spotify.com/v1/tracks/0ofbQMrRDsUaVKq2mGLEAb","https://api.spotify.com/v1/audio-analysis/0ofbQMrRDsUaVKq2mGLEAb",216897,4
"7","My Boo","Shota Shimizu","98679","2gasr6aemUqZIBBN05EO03",0.719,0.718,2,-4.996,1,0.0316,0.307,0.000178,0.0846,0.693,153.937,"audio_features","spotify:track:2gasr6aemUqZIBBN05EO03","https://api.spotify.com/v1/tracks/2gasr6aemUqZIBBN05EO03","https://api.spotify.com/v1/audio-analysis/2gasr6aemUqZIBBN05EO03",270867,4
"8","How Long","Charlie Puth","97394","32DGGj6KlNuBr6WaqRxpxi",0.849,0.581,1,-5.243,0,0.0767,0.189,3.61e-06,0.0805,0.779,110.008,"audio_features","spotify:track:32DGGj6KlNuBr6WaqRxpxi","https://api.spotify.com/v1/tracks/32DGGj6KlNuBr6WaqRxpxi","https://api.spotify.com/v1/audio-analysis/32DGGj6KlNuBr6WaqRxpxi",198237,4
"9","LIKEY","TWICE","97215","4Eb5cLWxKQUoUQaKUYSRgI",0.723,0.898,4,-1.081,0,0.0354,0.431,0.0015,0.136,0.394,131.96,"audio_features","spotify:track:4Eb5cLWxKQUoUQaKUYSRgI","https://api.spotify.com/v1/tracks/4Eb5cLWxKQUoUQaKUYSRgI","https://api.spotify.com/v1/audio-analysis/4Eb5cLWxKQUoUQaKUYSRgI",207824,4
"10","恋音と雨空","AAA","93462","46gSY0U7ZZCmd7EuJuo15N",0.625,0.86,1,-4.456,1,0.0314,0.0512,0,0.408,0.533,129.064,"audio_features","spotify:track:46gSY0U7ZZCmd7EuJuo15N","https://api.spotify.com/v1/tracks/46gSY0U7ZZCmd7EuJuo15N","https://api.spotify.com/v1/audio-analysis/46gSY0U7ZZCmd7EuJuo15N",316187,4
