"Position","Track","Artist","Streams","id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","uri","track_href","analysis_url","duration_ms","time_signature"
"1","ZEZE (feat. Travis Scott & Offset)","Kodak Black","12545042","7l3E7lcozEodtVsSTCkcaA",0.861,0.637,8,-5.692,0,0.24,0.0515,3.35e-06,0.0967,0.474,98.044,"audio_features","spotify:track:7l3E7lcozEodtVsSTCkcaA","https://api.spotify.com/v1/tracks/7l3E7lcozEodtVsSTCkcaA","https://api.spotify.com/v1/audio-analysis/7l3E7lcozEodtVsSTCkcaA",228654,4
"2","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","10667603","1A6OTy97kk0mMdm78rHsm8",0.753,0.498,2,-5.61,1,0.0504,0.551,0,0.0706,0.927,89.95,"audio_features","spotify:track:1A6OTy97kk0mMdm78rHsm8","https://api.spotify.com/v1/tracks/1A6OTy97kk0mMdm78rHsm8","https://api.spotify.com/v1/audio-analysis/1A6OTy97kk0mMdm78rHsm8",158053,4
"3","Mo Bamba","Sheck Wes","10191108","1xzBco0xcoJEDXktl7Jxrr",0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,"audio_features","spotify:track:1xzBco0xcoJEDXktl7Jxrr","https://api.spotify.com/v1/tracks/1xzBco0xcoJEDXktl7Jxrr","https://api.spotify.com/v1/audio-analysis/1xzBco0xcoJEDXktl7Jxrr",183907,4
"4","SICKO MODE","Travis Scott","10116917","2xLMifQCjDGFmkHkpNLD9h",0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,"audio_features","spotify:track:2xLMifQCjDGFmkHkpNLD9h","https://api.spotify.com/v1/tracks/2xLMifQCjDGFmkHkpNLD9h","https://api.spotify.com/v1/audio-analysis/2xLMifQCjDGFmkHkpNLD9h",312820,4
"5","Drip Too Hard (Lil Baby & Gunna)","Lil Baby","9670014","78QR3Wp35dqAhFEc2qAGjE",0.896,0.671,1,-6.977,0,0.289,0.103,0,0.552,0.358,112.502,"audio_features","spotify:track:78QR3Wp35dqAhFEc2qAGjE","https://api.spotify.com/v1/tracks/78QR3Wp35dqAhFEc2qAGjE","https://api.spotify.com/v1/audio-analysis/78QR3Wp35dqAhFEc2qAGjE",145543,4
"6","Fine China","Future","9273054","5274I4mUMnYczyeXkGDWZN",0.656,0.542,7,-7.358,1,0.323,0.0484,0,0.126,0.551,166.111,"audio_features","spotify:track:5274I4mUMnYczyeXkGDWZN","https://api.spotify.com/v1/tracks/5274I4mUMnYczyeXkGDWZN","https://api.spotify.com/v1/audio-analysis/5274I4mUMnYczyeXkGDWZN",141587,4
"7","Without Me","Halsey","9065617","5p7ujcrUXASCNwRaWNHR1C",0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,"audio_features","spotify:track:5p7ujcrUXASCNwRaWNHR1C","https://api.spotify.com/v1/tracks/5p7ujcrUXASCNwRaWNHR1C","https://api.spotify.com/v1/audio-analysis/5p7ujcrUXASCNwRaWNHR1C",201661,4
"8","MIA (feat. Drake)","Bad Bunny","8736672","116H0KvKr2Zl4RPuVBruDO",0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,"audio_features","spotify:track:116H0KvKr2Zl4RPuVBruDO","https://api.spotify.com/v1/tracks/116H0KvKr2Zl4RPuVBruDO","https://api.spotify.com/v1/audio-analysis/116H0KvKr2Zl4RPuVBruDO",210368,4
"9","Better","Khalid","8512173","2OpBganfGk2GVdSlRdxzaX",0.695,0.586,0,-10.315,0,0.0658,0.102,0.317,0.113,0.112,98.035,"audio_features","spotify:track:2OpBganfGk2GVdSlRdxzaX","https://api.spotify.com/v1/tracks/2OpBganfGk2GVdSlRdxzaX","https://api.spotify.com/v1/audio-analysis/2OpBganfGk2GVdSlRdxzaX",229320,4
"10","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake","7655889","4w8niZpiMy6qz1mntFA5uM",0.841,0.798,1,-4.206,0,0.229,0.153,3.33e-06,0.0618,0.591,95.948,"audio_features","spotify:track:4w8niZpiMy6qz1mntFA5uM","https://api.spotify.com/v1/tracks/4w8niZpiMy6qz1mntFA5uM","https://api.spotify.com/v1/audio-analysis/4w8niZpiMy6qz1mntFA5uM",212500,4
