"Position","Track","Artist","Streams","id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","uri","track_href","analysis_url","duration_ms","time_signature"
"1","Shape of You","Ed Sheeran","156104","7qiZfU4dY1lWllzX7mPBI3",0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,"audio_features","spotify:track:7qiZfU4dY1lWllzX7mPBI3","https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3","https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3",233713,4
"2","打上花火","DAOKO×米津玄師","122786","7pcTLUekZJQnzDOUDuExVJ",0.635,0.667,6,-5.392,1,0.0253,0.207,0,0.108,0.261,96.003,"audio_features","spotify:track:7pcTLUekZJQnzDOUDuExVJ","https://api.spotify.com/v1/tracks/7pcTLUekZJQnzDOUDuExVJ","https://api.spotify.com/v1/audio-analysis/7pcTLUekZJQnzDOUDuExVJ",289335,4
"3","DNA","BTS","113296","5SE57ljOIUJ1ybL9U6CuBH",0.598,0.775,1,-4.035,0,0.0545,0.022,0,0.0677,0.687,129.819,"audio_features","spotify:track:5SE57ljOIUJ1ybL9U6CuBH","https://api.spotify.com/v1/tracks/5SE57ljOIUJ1ybL9U6CuBH","https://api.spotify.com/v1/audio-analysis/5SE57ljOIUJ1ybL9U6CuBH",223123,4
"4","Look What You Made Me Do","Taylor Swift","104698","6uFsE1JgZ20EXyU0JQZbUR",0.773,0.68,9,-6.378,0,0.141,0.213,1.57e-05,0.122,0.497,128.062,"audio_features","spotify:track:6uFsE1JgZ20EXyU0JQZbUR","https://api.spotify.com/v1/tracks/6uFsE1JgZ20EXyU0JQZbUR","https://api.spotify.com/v1/audio-analysis/6uFsE1JgZ20EXyU0JQZbUR",211859,4
"5","Friends (with BloodPop®)","Justin Bieber","92962","7nZmah2llfvLDiUjm0kiyz",0.744,0.739,8,-5.35,1,0.0387,0.00459,0,0.306,0.649,104.99,"audio_features","spotify:track:7nZmah2llfvLDiUjm0kiyz","https://api.spotify.com/v1/tracks/7nZmah2llfvLDiUjm0kiyz","https://api.spotify.com/v1/audio-analysis/7nZmah2llfvLDiUjm0kiyz",189467,4
"6","New Rules","Dua Lipa","89671","2ekn2ttSfGqwhhate0LSR0",0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,"audio_features","spotify:track:2ekn2ttSfGqwhhate0LSR0","https://api.spotify.com/v1/tracks/2ekn2ttSfGqwhhate0LSR0","https://api.spotify.com/v1/audio-analysis/2ekn2ttSfGqwhhate0LSR0",209320,4
"7","What Lovers Do (feat. SZA)","Maroon 5","84187","4mxWSdf71VFO52qFeY0fZt",0.795,0.608,5,-5.222,0,0.0694,0.0767,2.92e-06,0.0853,0.386,110.001,"audio_features","spotify:track:4mxWSdf71VFO52qFeY0fZt","https://api.spotify.com/v1/tracks/4mxWSdf71VFO52qFeY0fZt","https://api.spotify.com/v1/audio-analysis/4mxWSdf71VFO52qFeY0fZt",199849,4
"8","Despacito - Remix","Luis Fonsi","82987","5CtI0qwDJkDQGwXD1H1cLb",0.694,0.815,2,-4.328,1,0.12,0.229,0,0.0924,0.813,88.931,"audio_features","spotify:track:5CtI0qwDJkDQGwXD1H1cLb","https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb","https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb",228827,4
"9","Too Good At Goodbyes - Edit","Sam Smith","81001","0mel2N9Ws9r4yLQn5QE21Y",0.653,0.378,5,-8.273,1,0.0533,0.658,0,0.177,0.54,91.835,"audio_features","spotify:track:0mel2N9Ws9r4yLQn5QE21Y","https://api.spotify.com/v1/tracks/0mel2N9Ws9r4yLQn5QE21Y","https://api.spotify.com/v1/audio-analysis/0mel2N9Ws9r4yLQn5QE21Y",201000,4
"10","Mama","Jonas Blue","79316","0NiXXAI876aGImAd6rTj8w",0.739,0.792,11,-4.256,0,0.0418,0.091,0,0.0516,0.547,104.016,"audio_features","spotify:track:0NiXXAI876aGImAd6rTj8w","https://api.spotify.com/v1/tracks/0NiXXAI876aGImAd6rTj8w","https://api.spotify.com/v1/audio-analysis/0NiXXAI876aGImAd6rTj8w",181615,4
