"Position","Track","Artist","Streams","id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","uri","track_href","analysis_url","duration_ms","time_signature"
"1","打上花火","DAOKO×米津玄師","171892","4IouQaO9GkaHC7AtMErdSa",0.625,0.668,6,-4.315,1,0.0249,0.288,0,0.107,0.292,95.968,"audio_features","spotify:track:4IouQaO9GkaHC7AtMErdSa","https://api.spotify.com/v1/tracks/4IouQaO9GkaHC7AtMErdSa","https://api.spotify.com/v1/audio-analysis/4IouQaO9GkaHC7AtMErdSa",289578,4
"2","Change","ONE OK ROCK","160169","6KBj27Bko8gh71gpx0PzIG",0.357,0.75,8,-4.971,1,0.0533,0.00245,0,0.372,0.326,89.632,"audio_features","spotify:track:6KBj27Bko8gh71gpx0PzIG","https://api.spotify.com/v1/tracks/6KBj27Bko8gh71gpx0PzIG","https://api.spotify.com/v1/audio-analysis/6KBj27Bko8gh71gpx0PzIG",174628,4
"3","Shape of You","Ed Sheeran","149963","7qiZfU4dY1lWllzX7mPBI3",0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,"audio_features","spotify:track:7qiZfU4dY1lWllzX7mPBI3","https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3","https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3",233713,4
"4","My Boo","Shota Shimizu","132016","2gasr6aemUqZIBBN05EO03",0.719,0.718,2,-4.996,1,0.0316,0.307,0.000178,0.0846,0.693,153.937,"audio_features","spotify:track:2gasr6aemUqZIBBN05EO03","https://api.spotify.com/v1/tracks/2gasr6aemUqZIBBN05EO03","https://api.spotify.com/v1/audio-analysis/2gasr6aemUqZIBBN05EO03",270867,4
"5","Wherever you are","ONE OK ROCK","124531","0YAMQSmHk6BSUGTYpaoqTJ",0.379,0.69,4,-4.79,1,0.0549,0.0286,0,0.335,0.288,173.716,"audio_features","spotify:track:0YAMQSmHk6BSUGTYpaoqTJ","https://api.spotify.com/v1/tracks/0YAMQSmHk6BSUGTYpaoqTJ","https://api.spotify.com/v1/audio-analysis/0YAMQSmHk6BSUGTYpaoqTJ",295600,4
"6","DDU-DU DDU-DU - KR Ver.","BLACKPINK","122183","2CWnuF7ht55Ajyeg4WPvWu",0.665,0.86,4,-3.921,0,0.0761,0.0322,0,0.281,0.372,139.973,"audio_features","spotify:track:2CWnuF7ht55Ajyeg4WPvWu","https://api.spotify.com/v1/tracks/2CWnuF7ht55Ajyeg4WPvWu","https://api.spotify.com/v1/audio-analysis/2CWnuF7ht55Ajyeg4WPvWu",209355,4
"7","ワタリドリ","[Alexandros]","121316","0ve9Tpz8Yw0I4eXhWsy21o",0.508,0.964,9,-4.077,1,0.0831,0.00141,0,0.197,0.609,134.982,"audio_features","spotify:track:0ve9Tpz8Yw0I4eXhWsy21o","https://api.spotify.com/v1/tracks/0ve9Tpz8Yw0I4eXhWsy21o","https://api.spotify.com/v1/audio-analysis/0ve9Tpz8Yw0I4eXhWsy21o",248707,4
"8","愛唄","GReeeeN","121259","7iXHLtPosbHvglVSJ4rxLq",0.505,0.791,8,-3.729,1,0.0308,0.0839,0,0.187,0.425,169.964,"audio_features","spotify:track:7iXHLtPosbHvglVSJ4rxLq","https://api.spotify.com/v1/tracks/7iXHLtPosbHvglVSJ4rxLq","https://api.spotify.com/v1/audio-analysis/7iXHLtPosbHvglVSJ4rxLq",236253,4
"9","Back To You","Selena Gomez","120819","514rhnksEwHUh6LxXsQ4Y9",0.6,0.683,6,-6.271,1,0.0493,0.0984,1.26e-06,0.11,0.494,102.036,"audio_features","spotify:track:514rhnksEwHUh6LxXsQ4Y9","https://api.spotify.com/v1/tracks/514rhnksEwHUh6LxXsQ4Y9","https://api.spotify.com/v1/audio-analysis/514rhnksEwHUh6LxXsQ4Y9",210240,4
"10","no tears left to cry","Ariana Grande","119671","5SxkdsY1ufZzoq9iXceLw9",0.703,0.696,0,-5.482,1,0.0529,0.0375,5.65e-06,0.274,0.366,121.969,"audio_features","spotify:track:5SxkdsY1ufZzoq9iXceLw9","https://api.spotify.com/v1/tracks/5SxkdsY1ufZzoq9iXceLw9","https://api.spotify.com/v1/audio-analysis/5SxkdsY1ufZzoq9iXceLw9",205947,4
