"Position","Track","Artist","Streams","id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","uri","track_href","analysis_url","duration_ms","time_signature"
"1","Sayonara Elegy","Masaki Suda","170016","0QKmcZNAST4GytJYmkN05D",0.466,0.934,1,-2.739,1,0.0539,0.00333,0,0.277,0.62,154.966,"audio_features","spotify:track:0QKmcZNAST4GytJYmkN05D","https://api.spotify.com/v1/tracks/0QKmcZNAST4GytJYmkN05D","https://api.spotify.com/v1/audio-analysis/0QKmcZNAST4GytJYmkN05D",257067,4
"2","Shape of You","Ed Sheeran","165418","7qiZfU4dY1lWllzX7mPBI3",0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,"audio_features","spotify:track:7qiZfU4dY1lWllzX7mPBI3","https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3","https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3",233713,4
"3","打上花火","DAOKO×米津玄師","157080","4IouQaO9GkaHC7AtMErdSa",0.625,0.668,6,-4.315,1,0.0249,0.288,0,0.107,0.292,95.968,"audio_features","spotify:track:4IouQaO9GkaHC7AtMErdSa","https://api.spotify.com/v1/tracks/4IouQaO9GkaHC7AtMErdSa","https://api.spotify.com/v1/audio-analysis/4IouQaO9GkaHC7AtMErdSa",289578,4
"4","Change","ONE OK ROCK","154588","6KBj27Bko8gh71gpx0PzIG",0.357,0.75,8,-4.971,1,0.0533,0.00245,0,0.372,0.326,89.632,"audio_features","spotify:track:6KBj27Bko8gh71gpx0PzIG","https://api.spotify.com/v1/tracks/6KBj27Bko8gh71gpx0PzIG","https://api.spotify.com/v1/audio-analysis/6KBj27Bko8gh71gpx0PzIG",174628,4
"5","The Middle","Zedd","145546","2ARqIya5NAuvFVHSN3bL0m",0.748,0.652,7,-3.02,1,0.058,0.208,0,0.128,0.431,106.914,"audio_features","spotify:track:2ARqIya5NAuvFVHSN3bL0m","https://api.spotify.com/v1/tracks/2ARqIya5NAuvFVHSN3bL0m","https://api.spotify.com/v1/audio-analysis/2ARqIya5NAuvFVHSN3bL0m",184732,4
"6","Havana","Camila Cabello","128850","1rfofaqEpACxVEHIZBJe6W",0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,"audio_features","spotify:track:1rfofaqEpACxVEHIZBJe6W","https://api.spotify.com/v1/tracks/1rfofaqEpACxVEHIZBJe6W","https://api.spotify.com/v1/audio-analysis/1rfofaqEpACxVEHIZBJe6W",217307,4
"7","愛をこめて花束を","Superfly","125699","7CmWXD3w1xOO53AAO4LRVQ",0.37,0.8,7,-3.403,1,0.0436,0.151,3.33e-06,0.089,0.451,161.934,"audio_features","spotify:track:7CmWXD3w1xOO53AAO4LRVQ","https://api.spotify.com/v1/tracks/7CmWXD3w1xOO53AAO4LRVQ","https://api.spotify.com/v1/audio-analysis/7CmWXD3w1xOO53AAO4LRVQ",295600,4
"8","Wherever you are","ONE OK ROCK","123414","0YAMQSmHk6BSUGTYpaoqTJ",0.379,0.69,4,-4.79,1,0.0549,0.0286,0,0.335,0.288,173.716,"audio_features","spotify:track:0YAMQSmHk6BSUGTYpaoqTJ","https://api.spotify.com/v1/tracks/0YAMQSmHk6BSUGTYpaoqTJ","https://api.spotify.com/v1/audio-analysis/0YAMQSmHk6BSUGTYpaoqTJ",295600,4
"9","Wolves","Selena Gomez","122875","7EmGUiUaOSGDnUUQUDrOXC",0.715,0.802,11,-4.647,0,0.0394,0.139,0,0.177,0.327,124.989,"audio_features","spotify:track:7EmGUiUaOSGDnUUQUDrOXC","https://api.spotify.com/v1/tracks/7EmGUiUaOSGDnUUQUDrOXC","https://api.spotify.com/v1/audio-analysis/7EmGUiUaOSGDnUUQUDrOXC",197993,4
"10","愛唄","GReeeeN","120052","7iXHLtPosbHvglVSJ4rxLq",0.505,0.791,8,-3.729,1,0.0308,0.0839,0,0.187,0.425,169.964,"audio_features","spotify:track:7iXHLtPosbHvglVSJ4rxLq","https://api.spotify.com/v1/tracks/7iXHLtPosbHvglVSJ4rxLq","https://api.spotify.com/v1/audio-analysis/7iXHLtPosbHvglVSJ4rxLq",236253,4
"11","Stay","Zedd","119267","0I20rLT2MJDhcF96AjbNYo",0.671,0.628,5,-5.049,0,0.0759,0.221,0,0.114,0.537,102.037,"audio_features","spotify:track:0I20rLT2MJDhcF96AjbNYo","https://api.spotify.com/v1/tracks/0I20rLT2MJDhcF96AjbNYo","https://api.spotify.com/v1/audio-analysis/0I20rLT2MJDhcF96AjbNYo",210400,4
"12","ワタリドリ","[Alexandros]","118423","0ve9Tpz8Yw0I4eXhWsy21o",0.508,0.964,9,-4.077,1,0.0831,0.00141,0,0.197,0.609,134.982,"audio_features","spotify:track:0ve9Tpz8Yw0I4eXhWsy21o","https://api.spotify.com/v1/tracks/0ve9Tpz8Yw0I4eXhWsy21o","https://api.spotify.com/v1/audio-analysis/0ve9Tpz8Yw0I4eXhWsy21o",248707,4
"13","恋音と雨空","AAA","115897","46gSY0U7ZZCmd7EuJuo15N",0.625,0.86,1,-4.456,1,0.0314,0.0512,0,0.408,0.533,129.064,"audio_features","spotify:track:46gSY0U7ZZCmd7EuJuo15N","https://api.spotify.com/v1/tracks/46gSY0U7ZZCmd7EuJuo15N","https://api.spotify.com/v1/audio-analysis/46gSY0U7ZZCmd7EuJuo15N",316187,4
"14","Garasu Wo Ware!","Keyakizaka46","114237","60ZBZn5Oy1envlLHd2s7Od",0.446,0.929,1,-3.601,0,0.0859,0.119,0,0.289,0.55,82.054,"audio_features","spotify:track:60ZBZn5Oy1envlLHd2s7Od","https://api.spotify.com/v1/tracks/60ZBZn5Oy1envlLHd2s7Od","https://api.spotify.com/v1/audio-analysis/60ZBZn5Oy1envlLHd2s7Od",222667,4
"15","My Boo","Shota Shimizu","113237","2gasr6aemUqZIBBN05EO03",0.719,0.718,2,-4.996,1,0.0316,0.307,0.000178,0.0846,0.693,153.937,"audio_features","spotify:track:2gasr6aemUqZIBBN05EO03","https://api.spotify.com/v1/tracks/2gasr6aemUqZIBBN05EO03","https://api.spotify.com/v1/audio-analysis/2gasr6aemUqZIBBN05EO03",270867,4
"16","This Is Me","Keala Settle","111897","2xGjteMU3E1tkEPVFBO08U",0.284,0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,"audio_features","spotify:track:2xGjteMU3E1tkEPVFBO08U","https://api.spotify.com/v1/tracks/2xGjteMU3E1tkEPVFBO08U","https://api.spotify.com/v1/audio-analysis/2xGjteMU3E1tkEPVFBO08U",234707,4
"17","新宝島","Sakanaction","110948","6ODZT1FGTE2q4two05giS1",0.557,0.917,7,-3.426,0,0.0757,0.00118,0.00914,0.419,0.653,158,"audio_features","spotify:track:6ODZT1FGTE2q4two05giS1","https://api.spotify.com/v1/tracks/6ODZT1FGTE2q4two05giS1","https://api.spotify.com/v1/audio-analysis/6ODZT1FGTE2q4two05giS1",302493,4
"18","TT - Japanese ver.","TWICE","106601","0PAyiPTz8gL0udQnSasc5G",0.699,0.856,2,-3.326,1,0.0608,0.0807,8.72e-06,0.44,0.331,129.96,"audio_features","spotify:track:0PAyiPTz8gL0udQnSasc5G","https://api.spotify.com/v1/tracks/0PAyiPTz8gL0udQnSasc5G","https://api.spotify.com/v1/audio-analysis/0PAyiPTz8gL0udQnSasc5G",212989,4
