"Position","Track","Artist","Streams","id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","uri","track_href","analysis_url","duration_ms","time_signature"
"1","All I Want for Christmas Is You","Mariah Carey","339333","0bYg9bo50gSsH3LtXe2SQn",0.335,0.625,7,-7.462,1,0.0386,0.164,0,0.0708,0.346,150.277,"audio_features","spotify:track:0bYg9bo50gSsH3LtXe2SQn","https://api.spotify.com/v1/tracks/0bYg9bo50gSsH3LtXe2SQn","https://api.spotify.com/v1/audio-analysis/0bYg9bo50gSsH3LtXe2SQn",241107,4
"2","今夜このまま","Aimyon","303491","0sSG83UxY15ft1E2N9THYF",0.441,0.852,1,-3.595,1,0.0383,0.0254,0,0.0862,0.64,104.855,"audio_features","spotify:track:0sSG83UxY15ft1E2N9THYF","https://api.spotify.com/v1/tracks/0sSG83UxY15ft1E2N9THYF","https://api.spotify.com/v1/audio-analysis/0sSG83UxY15ft1E2N9THYF",238093,4
"3","Santa Tell Me","Ariana Grande","267184","0lizgQ7Qw35od7CYaoMBZb",0.506,0.628,7,-7.316,1,0.173,0.0545,0,0.301,0.556,191.708,"audio_features","spotify:track:0lizgQ7Qw35od7CYaoMBZb","https://api.spotify.com/v1/tracks/0lizgQ7Qw35od7CYaoMBZb","https://api.spotify.com/v1/audio-analysis/0lizgQ7Qw35od7CYaoMBZb",204093,4
"4","マリーゴールド","Aimyon","247794","0jWVUKsIoyo3zw64RaEWYg",0.54,0.8,2,-2.299,1,0.0304,0.0849,0,0.0836,0.378,106.098,"audio_features","spotify:track:0jWVUKsIoyo3zw64RaEWYg","https://api.spotify.com/v1/tracks/0jWVUKsIoyo3zw64RaEWYg","https://api.spotify.com/v1/audio-analysis/0jWVUKsIoyo3zw64RaEWYg",308107,4
"5","Last Christmas","Wham!","229416","2FRnf9qhLbvw8fu4IBXx78",0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,107.682,"audio_features","spotify:track:2FRnf9qhLbvw8fu4IBXx78","https://api.spotify.com/v1/tracks/2FRnf9qhLbvw8fu4IBXx78","https://api.spotify.com/v1/audio-analysis/2FRnf9qhLbvw8fu4IBXx78",262960,4
"6","君はロックを聴かない","Aimyon","228416","59eluCMn0XbOWqeWQ91FTM",0.524,0.687,7,-4.039,1,0.0267,0.00135,0,0.169,0.619,99.919,"audio_features","spotify:track:59eluCMn0XbOWqeWQ91FTM","https://api.spotify.com/v1/tracks/59eluCMn0XbOWqeWQ91FTM","https://api.spotify.com/v1/audio-analysis/59eluCMn0XbOWqeWQ91FTM",246307,4
"7","U.S.A.","DA PUMP","213613","5HXCP7b8k64WdZ1G0Bbc13",0.71,0.988,7,-1.594,1,0.0641,0.0144,0,0.102,0.929,139.56,"audio_features","spotify:track:5HXCP7b8k64WdZ1G0Bbc13","https://api.spotify.com/v1/tracks/5HXCP7b8k64WdZ1G0Bbc13","https://api.spotify.com/v1/audio-analysis/5HXCP7b8k64WdZ1G0Bbc13",239133,4
"8","Bohemian Rhapsody - Remastered 2011","Queen","193402","7tFiyTwD0nx5a1eklYtX2J",0.397,0.396,3,-9.91,1,0.05,0.254,0,0.268,0.227,142.913,"audio_features","spotify:track:7tFiyTwD0nx5a1eklYtX2J","https://api.spotify.com/v1/tracks/7tFiyTwD0nx5a1eklYtX2J","https://api.spotify.com/v1/audio-analysis/7tFiyTwD0nx5a1eklYtX2J",354320,4
"9","打上花火","DAOKO×米津玄師","190891","4IouQaO9GkaHC7AtMErdSa",0.625,0.668,6,-4.315,1,0.0249,0.288,0,0.107,0.292,95.968,"audio_features","spotify:track:4IouQaO9GkaHC7AtMErdSa","https://api.spotify.com/v1/tracks/4IouQaO9GkaHC7AtMErdSa","https://api.spotify.com/v1/audio-analysis/4IouQaO9GkaHC7AtMErdSa",289578,4
"10","YES or YES","TWICE","177916","184XtKkzoAl83quIarUAJP",0.702,0.913,11,-2.977,1,0.0374,0.0514,3.71e-06,0.166,0.735,137.982,"audio_features","spotify:track:184XtKkzoAl83quIarUAJP","https://api.spotify.com/v1/tracks/184XtKkzoAl83quIarUAJP","https://api.spotify.com/v1/audio-analysis/184XtKkzoAl83quIarUAJP",237685,4
