"Position","Track","Artist","Streams","id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","uri","track_href","analysis_url","duration_ms","time_signature"
"1","Better Now","Post Malone","29702255","7dt6x5M1jzdTEt8oCbisTK",0.68,0.563,10,-5.843,1,0.0454,0.354,0,0.136,0.374,145.028,"audio_features","spotify:track:7dt6x5M1jzdTEt8oCbisTK","https://api.spotify.com/v1/tracks/7dt6x5M1jzdTEt8oCbisTK","https://api.spotify.com/v1/audio-analysis/7dt6x5M1jzdTEt8oCbisTK",231267,4
"2","One Kiss (with Dua Lipa)","Calvin Harris","29271455","7ef4DlsgrMEH11cDZd32M6",0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,"audio_features","spotify:track:7ef4DlsgrMEH11cDZd32M6","https://api.spotify.com/v1/tracks/7ef4DlsgrMEH11cDZd32M6","https://api.spotify.com/v1/audio-analysis/7ef4DlsgrMEH11cDZd32M6",214847,4
"3","Nice For What","Drake","26172922","1cTZMwcBJT0Ka3UJPXOeeN",0.567,0.913,8,-6.471,1,0.0736,0.0934,0.000124,0.114,0.792,93.35,"audio_features","spotify:track:1cTZMwcBJT0Ka3UJPXOeeN","https://api.spotify.com/v1/tracks/1cTZMwcBJT0Ka3UJPXOeeN","https://api.spotify.com/v1/audio-analysis/1cTZMwcBJT0Ka3UJPXOeeN",210926,4
"4","God's Plan","Drake","22966660","2XW4DbS6NddZxRPm5rMCeY",0.758,0.448,7,-9.441,1,0.103,0.0309,8.67e-05,0.558,0.373,77.176,"audio_features","spotify:track:2XW4DbS6NddZxRPm5rMCeY","https://api.spotify.com/v1/tracks/2XW4DbS6NddZxRPm5rMCeY","https://api.spotify.com/v1/audio-analysis/2XW4DbS6NddZxRPm5rMCeY",198960,4
"5","no tears left to cry","Ariana Grande","22523601","5SxkdsY1ufZzoq9iXceLw9",0.703,0.696,0,-5.482,1,0.0529,0.0375,5.65e-06,0.274,0.366,121.969,"audio_features","spotify:track:5SxkdsY1ufZzoq9iXceLw9","https://api.spotify.com/v1/tracks/5SxkdsY1ufZzoq9iXceLw9","https://api.spotify.com/v1/audio-analysis/5SxkdsY1ufZzoq9iXceLw9",205947,4
"6","This Is America","Childish Gambino","21619295","0b9oOr2ZgvyQu88wzixux9",0.854,0.463,5,-6.159,1,0.137,0.117,0,0.354,0.549,120.024,"audio_features","spotify:track:0b9oOr2ZgvyQu88wzixux9","https://api.spotify.com/v1/tracks/0b9oOr2ZgvyQu88wzixux9","https://api.spotify.com/v1/audio-analysis/0b9oOr2ZgvyQu88wzixux9",225773,4
"7","X","Nicky Jam","20059354","39N9RPD9MRb5WmoLzNzPeA",0.595,0.773,9,-4.736,0,0.0549,0.0364,0.00108,0.334,0.711,180.073,"audio_features","spotify:track:39N9RPD9MRb5WmoLzNzPeA","https://api.spotify.com/v1/tracks/39N9RPD9MRb5WmoLzNzPeA","https://api.spotify.com/v1/audio-analysis/39N9RPD9MRb5WmoLzNzPeA",173628,4
"8","Te Boté - Remix","Nio Garcia","19829896","3V8UKqhEK5zBkBb6d6ub8i",0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,"audio_features","spotify:track:3V8UKqhEK5zBkBb6d6ub8i","https://api.spotify.com/v1/tracks/3V8UKqhEK5zBkBb6d6ub8i","https://api.spotify.com/v1/audio-analysis/3V8UKqhEK5zBkBb6d6ub8i",417920,4
"9","I Like It","Cardi B","19519095","58q2HKrzhC3ozto2nDdN4z",0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,"audio_features","spotify:track:58q2HKrzhC3ozto2nDdN4z","https://api.spotify.com/v1/tracks/58q2HKrzhC3ozto2nDdN4z","https://api.spotify.com/v1/audio-analysis/58q2HKrzhC3ozto2nDdN4z",253390,4
"10","Psycho (feat. Ty Dolla $ign)","Post Malone","18658896","3swc6WTsr7rl9DqQKQA55C",0.739,0.559,8,-8.011,1,0.117,0.58,0,0.112,0.439,140.124,"audio_features","spotify:track:3swc6WTsr7rl9DqQKQA55C","https://api.spotify.com/v1/tracks/3swc6WTsr7rl9DqQKQA55C","https://api.spotify.com/v1/audio-analysis/3swc6WTsr7rl9DqQKQA55C",221440,4
"11","FRIENDS","Marshmello","18220071","08bNPGLD8AhKpnnERrAc6G",0.626,0.88,9,-2.384,0,0.0504,0.205,0,0.128,0.534,95.079,"audio_features","spotify:track:08bNPGLD8AhKpnnERrAc6G","https://api.spotify.com/v1/tracks/08bNPGLD8AhKpnnERrAc6G","https://api.spotify.com/v1/audio-analysis/08bNPGLD8AhKpnnERrAc6G",202621,4
"12","Back To You","Selena Gomez","17642602","514rhnksEwHUh6LxXsQ4Y9",0.6,0.683,6,-6.271,1,0.0493,0.0984,1.26e-06,0.11,0.494,102.036,"audio_features","spotify:track:514rhnksEwHUh6LxXsQ4Y9","https://api.spotify.com/v1/tracks/514rhnksEwHUh6LxXsQ4Y9","https://api.spotify.com/v1/audio-analysis/514rhnksEwHUh6LxXsQ4Y9",210240,4
"13","Yes Indeed","Lil Baby","16713448","6vN77lE9LK6HP2DewaN6HZ",0.964,0.346,5,-9.309,0,0.53,0.035,0,0.108,0.562,119.958,"audio_features","spotify:track:6vN77lE9LK6HP2DewaN6HZ","https://api.spotify.com/v1/tracks/6vN77lE9LK6HP2DewaN6HZ","https://api.spotify.com/v1/audio-analysis/6vN77lE9LK6HP2DewaN6HZ",142273,4
"14","In My Blood","Shawn Mendes","16233059","21YnmkSDhUkmkkni22Svc4",0.622,0.709,5,-7.32,1,0.0669,0.0582,0,0.126,0.488,140.018,"audio_features","spotify:track:21YnmkSDhUkmkkni22Svc4","https://api.spotify.com/v1/tracks/21YnmkSDhUkmkkni22Svc4","https://api.spotify.com/v1/audio-analysis/21YnmkSDhUkmkkni22Svc4",211360,4
"15","Lucid Dreams","Juice WRLD","15456637","0X8DcetL926BYiPJYstJTc",0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,"audio_features","spotify:track:0X8DcetL926BYiPJYstJTc","https://api.spotify.com/v1/tracks/0X8DcetL926BYiPJYstJTc","https://api.spotify.com/v1/audio-analysis/0X8DcetL926BYiPJYstJTc",239836,4
"16","rockstar (feat. 21 Savage)","Post Malone","15082355","0e7ipj03S05BNilyu5bRzt",0.587,0.535,5,-6.09,0,0.0898,0.117,6.56e-05,0.131,0.14,159.847,"audio_features","spotify:track:0e7ipj03S05BNilyu5bRzt","https://api.spotify.com/v1/tracks/0e7ipj03S05BNilyu5bRzt","https://api.spotify.com/v1/audio-analysis/0e7ipj03S05BNilyu5bRzt",218147,4
"17","Love Lies (with Normani)","Khalid","15070323","45Egmo7icyopuzJN0oMEdk",0.708,0.648,6,-5.626,1,0.0449,0.0956,0,0.134,0.338,143.955,"audio_features","spotify:track:45Egmo7icyopuzJN0oMEdk","https://api.spotify.com/v1/tracks/45Egmo7icyopuzJN0oMEdk","https://api.spotify.com/v1/audio-analysis/45Egmo7icyopuzJN0oMEdk",201707,4
"18","The Middle","Zedd","14647713","2ARqIya5NAuvFVHSN3bL0m",0.748,0.652,7,-3.02,1,0.058,0.208,0,0.128,0.431,106.914,"audio_features","spotify:track:2ARqIya5NAuvFVHSN3bL0m","https://api.spotify.com/v1/tracks/2ARqIya5NAuvFVHSN3bL0m","https://api.spotify.com/v1/audio-analysis/2ARqIya5NAuvFVHSN3bL0m",184732,4
"19","Youngblood","5 Seconds of Summer","14429784","55S2PQgSMYAhgoTCcGCDfw",0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,"audio_features","spotify:track:55S2PQgSMYAhgoTCcGCDfw","https://api.spotify.com/v1/tracks/55S2PQgSMYAhgoTCcGCDfw","https://api.spotify.com/v1/audio-analysis/55S2PQgSMYAhgoTCcGCDfw",203418,4
"20","Nevermind","Dennis Lloyd","14264831","63SevszngYpZOwf63o61K4",0.592,0.691,3,-8.354,1,0.196,0.156,9.78e-06,0.418,0.0796,99.976,"audio_features","spotify:track:63SevszngYpZOwf63o61K4","https://api.spotify.com/v1/tracks/63SevszngYpZOwf63o61K4","https://api.spotify.com/v1/audio-analysis/63SevszngYpZOwf63o61K4",156600,4
"21","Youth feat. Khalid","Shawn Mendes","13833047","5SwEgzUFDHwpWHKrbnP32Z",0.518,0.596,6,-6.653,0,0.124,0.569,0,0.133,0.326,100.28,"audio_features","spotify:track:5SwEgzUFDHwpWHKrbnP32Z","https://api.spotify.com/v1/tracks/5SwEgzUFDHwpWHKrbnP32Z","https://api.spotify.com/v1/audio-analysis/5SwEgzUFDHwpWHKrbnP32Z",190867,4
"22","Flames","David Guetta","13694044","33IOhptvC2Qoy2UhjiHXLV",0.609,0.726,5,-4.346,0,0.0414,0.0723,8.45e-06,0.0895,0.362,93.958,"audio_features","spotify:track:33IOhptvC2Qoy2UhjiHXLV","https://api.spotify.com/v1/tracks/33IOhptvC2Qoy2UhjiHXLV","https://api.spotify.com/v1/audio-analysis/33IOhptvC2Qoy2UhjiHXLV",195000,4
"23","Look Alive (feat. Drake)","BlocBoy JB","13463437","4qKcDkK6siZ7Jp1Jb4m0aL",0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-05,0.105,0.595,140.022,"audio_features","spotify:track:4qKcDkK6siZ7Jp1Jb4m0aL","https://api.spotify.com/v1/tracks/4qKcDkK6siZ7Jp1Jb4m0aL","https://api.spotify.com/v1/audio-analysis/4qKcDkK6siZ7Jp1Jb4m0aL",181263,4
"24","IDGAF","Dua Lipa","13388343","76cy1WJvNGJTj78UqeA5zr",0.836,0.544,7,-5.975,1,0.0943,0.0403,0,0.0824,0.51,97.028,"audio_features","spotify:track:76cy1WJvNGJTj78UqeA5zr","https://api.spotify.com/v1/tracks/76cy1WJvNGJTj78UqeA5zr","https://api.spotify.com/v1/audio-analysis/76cy1WJvNGJTj78UqeA5zr",217947,4
"25","Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky","13195161","7ycWLEP1GsNjVvcjawXz3z",0.85,0.569,5,-8.152,0,0.136,0.0609,0.0816,0.1,0.294,80.02,"audio_features","spotify:track:7ycWLEP1GsNjVvcjawXz3z","https://api.spotify.com/v1/tracks/7ycWLEP1GsNjVvcjawXz3z","https://api.spotify.com/v1/audio-analysis/7ycWLEP1GsNjVvcjawXz3z",205040,4
